"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2017/07/02 11:31:09 AM GMT-3","Análisis Numérico - Sassano","Malo","Sí","Nada Interesantes","Sí","Regulares","Malas","Normal","Muy dificil","Enviaron las consignas  del TP2 faltando 1 semana para terminar la cursada. Me parece un vergüenza terminar la cursada y tener que seguir haciendo trabajos (poniendo fecha de entrega después de la primer mesa). Los parciales demoraron siempre 2 semanas en corregir (es mucho sabiendo que hay 1 profesora de cátedra y 3/4 en la practica) y para el TP1 tardaron MES Y MEDIO en devolverlo. Materia totalmente innecesaria que no aportó en nada a mi formación profesional, no se le puede pedir programación a un Ing Industrial. "
"2017/07/02 11:55:30 AM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Normal","Dificil",""
"2017/07/02 12:24:24 PM GMT-3","Computación-Jimenez Rey","Bueno","No","Interesantes","Sí","Malas","Buenas","Muy Dificil","Muy dificil",""
"2017/07/02 12:31:15 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Dificil","Normal",""
"2017/07/02 12:33:50 PM GMT-3","Taller de Desarrollo de Proyectos 1 - Pignataro","Bueno","Sí","Muy Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Facil","Normal","Te piden implementar una App en una materia que no es de programación y con el único de motivo de que todo el cuento que se va haciendo en la materia cierre
"
"2017/07/02 12:34:19 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Normal",""
"2017/07/02 1:21:02 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Muy dificil",""
"2017/07/02 1:29:57 PM GMT-3","Computación-Cabrera","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2017/07/02 1:36:36 PM GMT-3","Análisis de la Información - Villagra","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Dificil",""
"2017/07/02 1:37:24 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Malo","Sí","Interesantes","No","Malas","Malas","Dificil","Muy dificil",""
"2017/07/02 1:39:11 PM GMT-3","Taller de Programación 1 - Azcurra","Malo","Sí","Poco Interesantes","No","No hay clases teóricas","No Hay Clases Prácticas","Muy Dificil","Muy dificil",""
"2017/07/02 1:40:10 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/07/02 1:42:04 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2017/07/02 1:57:55 PM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","No hay TP","Creo que debería haber una conexión mayor entre la practica y la teórica. No en el sentido de los temas. Si no en como son dados."
"2017/07/02 1:59:31 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil","Para considerar dificultad del TP me referí al TP3. Saludos"
"2017/07/02 2:07:07 PM GMT-3","Taller de Programación 1 - Veiga","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Muy Dificil","Muy dificil",""
"2017/07/02 2:09:39 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Normal","Normal",""
"2017/07/02 2:13:50 PM GMT-3","Computación-Lage","Regular","Sí","Interesantes","No","Malas","Excelentes","Normal","Dificil","Los profesores de la práctica son muy buenos y con mucha predisposición. El titular de la cátedra deja mucho que desear."
"2017/07/02 2:15:00 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Normal",""
"2017/07/02 2:19:05 PM GMT-3","Algoritmos y Programación 3 - Suarez","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Dificil","odio tdd"
"2017/07/02 2:25:36 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Normal","Dinamico"
"2017/07/02 2:25:53 PM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Muy Interesantes","Sí","Buenas","Regulares","Normal","No hay TP","Para agregar a lo ya respondido, las clases practicas muchas veces carecian de contenido, o se repetia lo dado en la teorica. Hubo muchas clases que eran solo de 'consultas' a las cuales casi nadie iba. Y estuvimos 4 clases resolviendo exactamente el mismo ejercicio. A mejorar el tema de conseguir mas ejercicios para resolver, y que sean diferentes.
Al final del curso vimos programacion funcional y por prototipos. Fue muy interesante, pero creo que 2 clases para aprender cada uno de los nuevos paradigmas es poco, aunque finalmente la evaluacion fue acorde a lo dado."
"2017/07/02 2:26:45 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","No Hay Clases Prácticas","Dificil","Normal","Si bien todos los ayudantes dan muy buenas clases, las de Luis son particularmente excelentes.

Mi unica queja es que se deberia especificar el criterio de corrección de los TPs o hacer más explícitos los errores, como para saber qué se tuvo en cuenta a la hora de poner la nota."
"2017/07/02 2:28:16 PM GMT-3","Análisis Numérico - Rodriguez","Malo","Sí","Poco Interesantes","Sí","Regulares","Malas","Dificil","Normal","Malísimo Rodríguez, malísimo curso"
"2017/07/02 2:31:55 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Regulares","Excelentes","Dificil","Normal","La calidad de los ayudantes lo hacen el mejor curso de Algoritmos."
"2017/07/02 2:35:46 PM GMT-3","Análisis Numérico - Sassano","Bueno","Sí","Poco Interesantes","No","Buenas","Buenas","Normal","Dificil",""
"2017/07/02 3:00:13 PM GMT-3","Computación-Strobino","Bueno","No","Interesantes","No","Malas","Buenas","Normal","Muy dificil",""
"2017/07/02 3:06:40 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/07/02 3:10:55 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Bueno","Sí","Interesantes","Sí","Malas","Muy Buenas","Normal","Dificil",""
"2017/07/02 3:15:40 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Dificil",""
"2017/07/02 3:16:26 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil","Muy util el grupo de mails para todo tipo de consultas, entre eso y los mails individuales a correctores se hizo mas leve la cursada."
"2017/07/02 3:16:48 PM GMT-3","Organización del Computador - Benitez","Bueno","Sí","Interesantes","No","Buenas","Buenas","Dificil","Dificil",""
"2017/07/02 3:32:03 PM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Normal","Dificil",""
"2017/07/02 3:36:43 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Interesantes","Sí","Buenas","Excelentes","Dificil","Dificil",""
"2017/07/02 3:49:09 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Malas","Muy Buenas","Normal","Normal",""
"2017/07/02 3:56:51 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Regular","Sí","Interesantes","Sí","Malas","Muy Buenas","Dificil","Dificil","Las  clases teóricas se hacen demasiado tediosas y aburridas y no me aportan nada que no me aporte las practicas que son buenas"
"2017/07/02 4:00:20 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil",""
"2017/07/02 4:29:40 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Regulares","Normal","Normal",""
"2017/07/02 4:30:37 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/07/02 4:35:00 PM GMT-3","Análisis de la Información - Villagra","Regular","Sí","Interesantes","Sí","Malas","Malas","Normal","Normal","Los temas me parecen importantes (y buenos/interesantes), pero en las teoricas/practicas se termina hablando lo que tenes que ver/hacer para esa semana (literalmente, el video que tenes que resumir para la clase es el mismo que se usa para dar la clase). No se termina aprovechando porque ya sabes lo que se va a charlar (obvio alguna que otra cosa se termina aprendiendo / termina de cerrar ideas), pero es el doble de tiempo que se invierte para ver exactamente lo mismo +- un threshold. En cuanto a la practica, me gusto mucho que se hayan obtenido charlas de gente externa explicando/contando experiencias acorde a los temas de la materia, pero sacando eso la senti vacia. Se solia hacer mucho incapie en los temas de la teorica (lo cual es logico y esta bien, pero si ya te leiste 3 papers del tema + te resumiste el video + te explicaron el video en la teoria.. Si no te cerraron los temas hay un problema ajeno a la materia)."
"2017/07/02 4:44:46 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Regular","No","Interesantes","Sí","Malas","Buenas","Normal","Dificil","Clases aburridas, en especial las teorías, me dormía en clase. Rosita sabe mucho pero no trasmite nada. Demasiados dibujos de un mismo ejemplo que no son necesarios para llegar a conclusiones. Además que su pseudo código no se entiende. Perdí el interés en la cursada. Las prácticas estan bien los docentes son buenos, pero no llenan las carencias de la teoríca."
"2017/07/02 5:20:53 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Dificil",""
"2017/07/02 5:21:54 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Regulares","Muy Buenas","Dificil","Muy dificil","El pseudocódigo de las teóricas complica la comprensión de los temas. Lo bueno es que siempre en las practicas los temas son nuevamente vistos y pulidos."
"2017/07/02 5:29:07 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2017/07/02 6:15:06 PM GMT-3","Teoría de la Comunicación - Caram","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","Un poco aburrido cómo se dan los temas, los temas interesantes para el TP aparecen al final de la cursada, por ejemplo ""Redes Complejas""."
"2017/07/02 6:17:56 PM GMT-3","Aplicaciones Informáticas - Ierache","Bueno","Sí","Interesantes","Sí","No hay clases teóricas","Buenas","Normal","Normal","La materia está buena por que se basa en el desarrollo de un Tp - prototipo de una aplicación que se nos ocurra pero justificando por qué la vamos a desarrollar y en qué se diferencia de las existentes en el mercado. 
Le falta un poco de organización."
"2017/07/02 6:43:51 PM GMT-3","Técnicas de Programación Concurrente - Echeverría","Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Muy interesante  los temas."
"2017/07/02 6:45:09 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Dificil","Normal","Se podrían hacer mas dinámicas las clases Teóricas"
"2017/07/02 6:52:21 PM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Nada Interesantes","Sí","Muy Buenas","Regulares","Normal","Dificil",""
"2017/07/02 7:38:19 PM GMT-3","Análisis Numérico - Rodriguez","Malo","No","Nada Interesantes","Sí","Malas","Malas","Normal","Dificil","La verdad que el curso de Rodriguez es nefasto, ya que no solo son totalmente ridculos los trabajos practicos (son dos en eeste curso) sino que las clases teoricas son inentendibles y no siguen el hilo de las practicas, que son un poco mejores pero igual siguen siendo horribles. Muy desorganizado el curso y los profesores no parecen estar a la altura del nivel academico."
"2017/07/02 8:26:06 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal","Estuvo muy bueno que sea un TP a lo largo del cuatrimestre. Particularmente en mi grupo trabajamos mucho y todos, y creo que aprendimos mucho con ello. En cuanto a las clases practicas creo que se podrian haber aprovechado mucho mas. En mi caso iba tanto a las teoricas como las practicas, y lo que sucedia era que se repetian MUCHO el tema. Hubiera estado mejor que vieramos distintas aplicaciones practicas con una mini introduccion a la teorica (dado que es a las 17hs, muchos alumnos no podian ir)."
"2017/07/02 8:46:33 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Bueno","No","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Interesante materia, debido a que te abre la cabeza para afrontar distintos problemas con distintas herramientas o lenguajes de la actualidad"
"2017/07/02 8:47:48 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/02 8:49:44 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal","Criterio de correción poco unificado."
